,author,date,text,n_likes,n_reposts,with_photo,is_repost?
0,dying,17 авг 2015,хотеть   видеть   ты   каждый   день,14351,325,False,False
1,dying,17 авг 2015,"жить   жить ,  и   тут   в   твой   жизнь   появляться   полина",7098,144,False,False
2,dying,17 авг 2015,-  по   кто   скучать ?  -  по   наташа,6439,121,False,False
3,dying,17 авг 2015,"и   давать   бог   каждый   быть   с   то ,  с   кто   сердце   не   искать   другой",8469,221,False,False
4,dying,17 авг 2015,мой   арина   милашка   мой   арина   бандитка   мой   арина   псих   мой   арина   хороший,3704,71,False,False
5,dying,17 авг 2015,"человек ,  который   бросать   слово   на   ветер ,  я   бы   бросать   с   мост .",11242,257,False,False
6,dying,17 авг 2015,AppToday |  это   необходимо   скачать   16   авг   2015   в   20 : 27,571,34,False,True
7,dying,17 авг 2015,хотеть   просыпаться   и   видеть   твой   еблище,7313,109,False,False
8,dying,17 авг 2015,"я   принцеск ,  а   вы   нет",6788,164,False,False
9,dying,17 авг 2015,весь   светок   принцесски,3655,58,False,False
10,dying,17 авг 2015,каждый   лида   чей-то   проблема,2625,29,False,False
11,dying,17 авг 2015,"я   хотеть ,  чтобы   ты   быть   так   же   больно ,  как   и   я .",6562,167,False,False
12,dying,17 авг 2015,"я   уставать   скучать ,  блять",5621,86,False,False
13,dying,17 авг 2015,"у   все   любовь ,  а   я   любить   шоколад",5827,130,False,False
14,dying,17 авг 2015,-  по   кто   скучать ?  -  по   алена,3560,68,False,False
15,dying,17 авг 2015,здравствовать   грусть,4553,85,False,False
16,dying,17 авг 2015,любить   лера   писать   лера   гулять   с   лерой   обнимать   лера   ценить   лера   беречь   лера,4747,111,False,False
17,dying,17 авг 2015,"у   все   любовь ,  а   у   я   подруга   даша",3787,85,False,False
18,dying,17 авг 2015,отсасывать   потом   просить,4204,42,False,False
19,dying,17 авг 2015,а   у   мой   счастие   глаз   карий,10170,200,False,False
20,dying,17 авг 2015,"ты   еще   вспомнить ,  тот   девочка ,  который   любить   ты   много   все",7937,167,False,False
21,dying,17 авг 2015,"я   часто   про   он   говорить ?  а   представлять ,  сколько   я   про   он   думать .",5456,118,False,False
22,dying,17 авг 2015,"я   уезжать   жить   в   бельгия ,  я   уезжать   туда ,  где   петь   рапапа   мочь   быть   навсегда",3624,61,False,False
23,dying,17 авг 2015,"у   я   3   разный   личность :   1 .  один ,  где   я   общительный   и   громкий    2 .  один ,  где   я   тихий   и   чертовски   спокойный    3 .  один ,  где   я   ненавидеть   все   и   каждый   малый   вещь   раздражать   я",3846,137,False,False
24,dying,17 авг 2015,я   приходить   на   работа   работать .  а   не   на   глупый   вопрос   отвечать  –  почему   я   пьяный   здесь   спать .,2566,45,False,False
25,dying,17 авг 2015,"16   способ :  как   доставать   родитель .  добавлять   к   себя   на   страница ,  чтобы   не   потерять .   1 .  ходить   за   они   по   дом .  2 .  мычать   как   корова   когда   они   называть   твой   имя .  3 .  вбегать   в   стена .  4 .  говорить   что   носить   одежда   противоречить   твой   религия .  5 .  вставать   около   они   в   4   утро   и   с   огромный   улыбка   сказать  "" добрый   утро , солнышко "" .  6 .  вырывать   у   кто-нибудь   волос   и   закричать  "" днк !!"".  7 .  спрыгивать   с   крыша   в   попытка   полететь .  8 .  взять   они   за   рука   и   с   испуганный   вид   сказать  "" я   видеть   мертвец "" .  9 .  попытаться   поплавать   на   пол .  10 .  бегать   по   весь   дом   с   лампочка   и   кричать  "" солнце !  оно   умирать !""  11 .  пить   из   стакан   с   другой   сторона .  12 .  приклеивать   палец   к   нос   супер   клей .  13 .  поразговаривать   с   ручка .  14 .  взять   мороженое   и   прилеплять   себя   на   лоб , утверждать   что   ты   прекрасный   единорог .  15 .  повключать   и   повыклюкать   свет ,  а   потом   сказать  "" аааа   теперь   я   понимать "" .  16 .  кричать  "" я   тон !!!! ""  каждый   раз   когда   ты   в   душа .",4458,187,False,False
26,dying,17 авг 2015,у   каждый   леша   должный   быть   свой   вика,1242,18,False,False
27,dying,16 авг 2015,маша   обижать  -  лес   и   багажник   увидеть,3108,92,False,False
28,dying,16 авг 2015,у   каждый   катя   должный   быть   свой   ящик   водка,4137,65,False,False
29,dying,16 авг 2015,"не   дарить   я   цветок , дарить   я   пожирать",2367,29,False,False
30,dying,16 авг 2015,"хорошо   когда   с   алина   юля , все   становиться   на   свой   место ...",1428,23,False,False
31,dying,16 авг 2015,- у   каждый   анек   должный   быть   свой   никита,1364,18,False,False
32,dying,16 авг 2015,у   каждый   должный   быть   свой   яна,2974,56,False,False
33,dying,16 авг 2015,у   каждый   должный   быть   свой   полина,2288,52,False,False
34,dying,16 авг 2015,AppToday |  это   необходимо   скачать   15   авг   2015   в   9 : 54,166,3,False,True
35,dying,16 авг 2015,у   каждый   должный   быть   свой   соня,2978,72,False,False
36,dying,16 авг 2015,мой   долбоеб,3503,46,False,False
37,dying,16 авг 2015,я  -  принцесск,3144,93,False,False
38,dying,16 авг 2015,"у   все   любовь ,  а   у   я   подруга   лиза",2606,54,False,False
39,dying,16 авг 2015,"мой   сигарета   приносить   я   много   радость ,  чем   твой   любить",2864,49,True,False
40,dying,16 авг 2015,"кто   чем   заниматься ,  го   по   фотка",1755,42,False,False
41,dying,16 авг 2015,1 .  накосячить   2 .  попытаться   исправлять   3 .  накосячить   еще   много .,3161,86,False,False
42,dying,16 авг 2015,""" нет "" -  значит   нет ,  а   вот  "" неа "" -  значит   да ,  но   я   пока   выебываться",3681,61,False,False
43,dying,16 авг 2015,DELETED   5   авг   2015   в   9 : 04,206,1,True,True
44,dying,16 авг 2015,"у   все   любовь ,  а   я   что ?  я   настя",4054,69,False,False
45,dying,16 авг 2015,от   лайков   ебать   красиво   не   становиться .,3438,35,False,False
46,dying,16 авг 2015,голубой   глаз   восхитительный,5027,125,False,False
47,dying,16 авг 2015,у   каждый   должный   быть   свой   карина,3233,71,False,False
48,dying,16 авг 2015,"этот   текст   бессмысленный ,  как   и   твой   жизнь",2459,33,False,False
49,dying,16 авг 2015,"я :  наконец  -  то   я   счастливый   жизнь :  лола ,  погодить   сечь",3180,56,False,False
50,dying,16 авг 2015,"да   никто   ты   не   нужный ,  смиряться   уже",3623,56,False,False
51,dying,16 авг 2015,каждый   настя  -  фея,2029,58,False,False
52,dying,16 авг 2015,"-  слышь ,  ты   че   такой   дерзкий ,  а ?  -  я   просто   полина",1702,33,False,False
53,dying,16 авг 2015,"спасибо   за   целый   месяц   счастие .  хотя , нет , не   спасибо .  ты   уебок",2238,17,False,False
54,dying,16 авг 2015,-  о   боже !  -  можно   просто   женя .,1743,24,False,False
55,dying,16 авг 2015,ну   быть   же   смело,2097,29,False,False
56,dying,16 авг 2015,простоуйдинахуй .,2099,33,False,False
57,dying,16 авг 2015,каждый   влад   бандитка   ама   хасл   ама   ама   хасл,1722,26,False,False
58,dying,16 авг 2015,у   каждый   даша   - должный   быть   свой   темочка,1133,6,False,False
59,dying,16 авг 2015,"каждый   вика ,  малявка ...",2154,35,False,False
60,dying,16 авг 2015,каждый   эмилий   милый,703,10,False,False
61,dying,16 авг 2015,"все   гулять   с   друг ,  а   я   с   собака",1774,36,False,False
62,dying,16 авг 2015,у   каждый   маша   должный   быть   свой   инна,549,8,False,False
63,dying,16 авг 2015,у   каждый   ксюша   должный   быть   свой   кенан   у   каждый   кенан   должный   быть   свой   ксюша,611,8,False,False
64,dying,16 авг 2015,"как   здорово , когда   быть   сестренка   иринка , который   любить   ты   и   который   любить   ты",1002,24,False,False
65,dying,16 авг 2015,"мб   я   не   самый   красивый , зато   орех   норма",3425,30,False,False
66,dying,16 авг 2015,у   каждый   маша   должный   быть   свой   ира,923,10,False,False
67,dying,16 авг 2015,голубой   глаз   темный   волос   высокий   рост   идеальный   сочетание,2050,55,False,False
68,dying,15 авг 2015,"редко   у   кто   бывать   сестра   анита ,  если   ты   рита",651,1,False,False
69,dying,15 авг 2015,"у   все   любовь ,  а   у   я   милена   быть",991,14,False,False
70,dying,15 авг 2015,"у   каждый   карина ,  должный   быть   свой   влад   у   каждый   влада ,  должный   быть   свой   карина",558,6,False,False
71,dying,15 авг 2015,у   каждый   ира   должный   быть   свой   даша   у   каждый   даша   должный   быть   свой   ира,878,22,False,False
72,dying,15 авг 2015,"не   любить   друг   друг ,  а   убивать",1783,28,False,False
73,dying,15 авг 2015,"я   не   мочь   взять   вот   так   и   убегать ,  бросать   весь ,  но   если   ты   попросить ,  мы   убегать   вместе .",1969,55,True,False
74,dying,15 авг 2015,"класс  "" а ""  это   столица   школа   в   этот   класс   только   гангстер   в   этот   класс   учиться   только   элита   даже   учитель   бояться   этот   класс   все   кроме  "" а ""  класс   холоп   тут   даже   отличник   вести   себя   как   гопот   только   в   этот   класс   некоторые   мочь   приходить   бухой   на   урок",3150,124,False,False
75,dying,15 авг 2015,друг   нет,1440,22,False,False
76,dying,15 авг 2015,"мечтать   прочитывать   твой   мысль   и   узнавать ,  наконец ,  кто   я   для   ты .",2800,72,False,False
77,dying,15 авг 2015,почему   ты   со   я   дружить ?  добавлять   себя   на   стена    1   ты   интересный   2   ты   веселый   3   ты   супер   4   не   мочь   без   ты   5   я   ты   любить   6   ты   мой   хороший   подруга   7   ты   привлекательный,1501,94,False,False
78,dying,15 авг 2015,"на   душа   пиздец , спасибо   ты , мальчик .",3100,41,False,False
79,dying,15 авг 2015,"делать ,  что   хотеться ,  все   равный   ты   быть   осуждать   до   конец   жизнь .",1805,35,False,False
80,dying,15 авг 2015,каждый   диана :   красивый   заботливый   добрый   нежный   милый   очаровательный   душевный   незабываемый   ангельский   веселый   энергичный   чудесный   романтичный   симпатичный   единственный   ласковый   желанный   предсказуемый   загадочный   интриговать   хороший   скромный   понимать   улыбчивый   честный   обаятельный   целеустремленный   дивный   женственный .,912,37,False,False
81,dying,15 авг 2015,"над   шрам   смеяться   тот ,  кто   не   быть   ранить .",2205,43,False,False
82,dying,15 авг 2015,каждый   аля   бандитка   ама   хасл   ама   ама   хасл,964,21,False,False
83,dying,15 авг 2015,"я   хотеть ,  чтобы   кто-нибудь   смотреть   на   я   так ,  как   я   смотреть   на   шоколадный   торт",1672,35,False,False
84,dying,15 авг 2015,"тот ,  кто   нужный ,  как   всегда   далеко",2063,39,False,False
85,dying,15 авг 2015,лето  -  это   3   месяц   без   учебник   92   день   свобода   2   208   час   счастие   133   480   минута   блаженство,1609,68,False,False
86,dying,15 авг 2015,"я   хотеть ,  вместо   контрольный   нарисовать   хуй   в   тетрадка",2365,22,False,False
87,dying,15 авг 2015,п   о   з   о   в   и   т   е   м   е   н   я   в   к   и   н   о,1750,39,False,False
88,dying,15 авг 2015,"я   безумно   захотеться ,  чтобы   кто-то   садиться   рядом   и   сказать  - "" я   ты   понимать "" .  и   чтобы   действительно   понимать ,  почему   я   поступать   так ,  а   не   иначе .  почему   я   такой ,  какой   быть .  просто   понимать .  это   так   важный .",1669,31,False,False
89,dying,15 авг 2015,лето   нужно   много   гулять   с   даша,1662,31,False,False
90,dying,15 авг 2015,- ты   холодно ?  - да .  - обнимать   батарея .,2606,40,False,False
91,dying,15 авг 2015,"ты   не   ты ,  когда   катя   не   с   ты",2464,58,False,False
92,dying,15 авг 2015,приходить   ко   я   на   чай,1443,21,False,False
93,dying,15 авг 2015,"кристина   нельзя   обижать ,  она   нужно   любить",2372,38,False,False
94,dying,15 авг 2015,"-  как   у   такой   милый , красивый , очаровательный   девушка   нет   парень ?  -  сдыхать   от   счастие .",2509,53,False,False
95,dying,15 авг 2015,в   голова   с   утро   до   ночь  -  ты .,1514,36,False,False
96,dying,15 авг 2015,забирать   к   себя   на   стена   и   у   ты   быть   самый   крутой   и   сумасшедший   лето .  прочитывать   и   проигнорировать  -  быть   скучный   и   самый   плохой   лето .,720,29,False,False
97,dying,15 авг 2015,хотеть   норма   друг,1839,40,False,False
98,dying,15 авг 2015,"быть   человек ,  при   встреча   с   который   начинать   сильно   биться   сердце .  и   ведь   каждый   сейчас   подумать   об   один   особенный   человек .",1354,37,False,False
99,dying,15 авг 2015,каждый   настя   бандитка   ама   хасл   ама   ама   хасл,1227,39,False,False
100,dying,15 авг 2015,"трахать   ее   рак , сука .",1355,9,False,False
101,dying,15 авг 2015,""" почему   человек   считать ,  что   иметь   право   разрушать   чужой   жизнь ?  уходить ,  обижать ,  не   звонить ,  бросать   на   ветер   слово ...  вы   что ,  бог ,  чтоб   решать   кто   мучиться ,  а   кто   жить   счастливо ?  если   уж   сказать  « любить »,  то   быть   добрый   любить   до   последний   вздох .  если   сказать  « обещать »,  то   разбиваться   в   лепешка ,  но   сдерживать   обещание .  если   произносить  « не   отпускать »,  то   сделать   все ,  чтоб   оставаться .  в   противный   случай ,  какой   смысл   жить ,  если   каждый   ваш   слово   равноценный   ноль   и   не   иметь   значение ?",1330,53,False,False
102,dying,15 авг 2015,"каждый   алена :   красивый   умненький   заботливый   привлекательный ,  добрый   нежный   милый   очаровательный   обворожительный   душевный   незабываемый   неотразимый   шикарный   божественный   завораживать   ангельский   кокетливый   веселый   энергичный   чудесный   романтичный   симпатичный   единственный   ласковый   сладенький   желанный   непредсказуемый   загадочный   интриговать   хороший   скромный   понимающий   заманчивый   улыбчивый   зажигательный   честный   обаятельный   целеустремленный   дивный   женственный .",667,18,False,False
103,dying,15 авг 2015,"на   фото   я   пиздатый   чик ,  а   в   жизнь   должанский .",2073,14,False,False
104,dying,15 авг 2015,покупать   я   книга   и   называть   я   милая,1288,10,True,False
105,dying,14 авг 2015,-  почему   такой   грустный ?  -  по   вика   скучать,1355,33,False,False
106,dying,14 авг 2015,у   каждый   марина   должный   быть   свой   настя,658,19,False,False
107,dying,14 авг 2015,"- винишко   наливать - ка  - малый   еще ,  лиля",1044,5,False,False
108,dying,14 авг 2015,у   ева   такой   четкий   поп .   хусейн   5   год .,833,1,False,False
109,dying,14 авг 2015,серо-голубой   глазок   маленький   рост   пушлый   щечка   прекрасный   сочетание,1643,39,False,False
110,dying,14 авг 2015,"у   каждый   катя ,  должный   быть   свой   вика",764,19,False,False
111,dying,14 авг 2015,"сентябрь ,  не   приближаться   ко   я !",1260,26,False,False
112,dying,14 авг 2015,"▼   нажимать   на   поцелуйчик  ,  и   вскоре   в   ты   влюбляться   если   не   нажимать ,  так   и   быть   один",379,2,True,False
113,dying,14 авг 2015,AppToday |  это   необходимо   скачать   12   авг   2015   в   12 : 49,95,5,False,True
114,dying,14 авг 2015,зеленый   глаз   русый   волос   маленький   рост   идеальный   сочетание,1976,43,False,False
115,dying,14 авг 2015,где-то   на   прилавок   в   магазин   скучать   по - я   алкоголь,1498,17,False,False
116,dying,14 авг 2015,ребенок : * хотеть   быть   взрослый *  взрослый : * хотеть   быть   ребенок *  подросток : * не   хотеть   быть   вообще,1834,34,False,False
117,dying,14 авг 2015,DELETED   5   авг   2015   в   9 : 04,87,0,True,True
118,dying,14 авг 2015,"кажется ,  что   все   уже   забывать  ,  но   рано   или   поздно ,  ты   все   вспоминать   заново",1335,27,False,False
119,dying,14 авг 2015,у   каждый   должный   быть   свой   марина,1021,17,False,False
120,dying,14 авг 2015,"завтра   быть   хорошо .   ну ,  или   нет .",1649,25,False,False
121,dying,14 авг 2015,и   оптимизм   и   жажда   жизнь   и   положительный   настрой   я   попробовать   только   сука   расстраивать,698,14,False,False
122,dying,14 авг 2015,"парень   на   заметка !  о   девушка    1 .  когда   она   злой   и   уходить  —  идти   за   она .  2 .  когда   она   внимательно   смотреть   на   твой   губа  —  поцелуй   она .  3 .  когда   она   ты   отталкивать  —  держать   она   и   не   отпускать .  4 .  когда   обзывать   ты  —  целовать   она   и   говорить ,  что   любить .  5 .  когда   она   злой  —  сказать ,  что   она   очень   милый .  6 .  когда   она   тихий  —  спрашивать ,  что   не   так .  7 .  когда   она   ты   игнорировать  —  привлекать   ее   внимание .  8 .  когда   она   показывать   себя   с   плохой   сторона  —  говорить ,  что   она   красивый .  9 .  когда   видеть ,  что   она   начинать   плакать  —  обнимать   и   не   оставлять   один   на   этот   планета .  10 .  когда   она   класть   свой   голова   на   твой   плечо  —  опускаться   и   поцелуй   она .  11 .  когда   она   говорить ,  что   нравиться   она  —  на   самый   дело   она   хотеть   сказать   больше .  12 .  когда   она   рассказывать   ты   секрет  —  хранить   он .  13 .  когда   она   смотреть   ты   в   глаз  —  не   опускать   их ,  пока   это   не   сделать   она .  14 .  когда   она   скучать   по   ты  —  она   больно .  15 .  когда   ты  « ломать »  ее   сердце  —  боль   и   обида   никогда   не   проходить .  16 .  когда   она   говорить ,  что   все   кончаться  —  она   все   еще   хотеть   к   ты ...  17 .  взять   она   за   рука ,  даже   если   на   один   мгновение .  ( не   важно   где   и   когда .)  показывать   еще",1873,76,False,False
123,dying,14 авг 2015,"говорить ,  если   вы   никак   не   мочь   забывать   человек  -  вы   нужный   он .",1660,36,False,False
124,dying,14 авг 2015,успокаивать   я   в   свой   объятие,969,9,False,False
125,dying,14 авг 2015,она  -  весь   мир   для   я .  она  -  мой   жизнь .  она  -  мой   мама .,2201,50,False,False
126,dying,14 авг 2015,"сначала   человек   говорить ,  что   не   мочь   друг   без   друг ,  а   потом   знать   друг   друг   не   хотеть .",1108,22,False,False
127,dying,14 авг 2015,"ты   даже   не   представлять ,  как   сильно   я   хотеть   поговорить   с   ты",1187,23,False,False
128,dying,14 авг 2015,-  почему   такой   грустный ?  -  по   катя   соскучиться,1176,17,False,False
129,dying,14 авг 2015,"первый   любовь  -  самый   сильный ,  и   только   она   ты   быть   помнить   до   конец   жизнь .",1111,29,True,False
130,dying,14 авг 2015,го   бегать   голый   по   крыша   и   курить,1013,6,False,False
131,dying,14 авг 2015,-  по   кто   скучать ?  -  по   соня,701,11,False,False
132,dying,14 авг 2015,"на   вопрос  "" как   дело ? ""  просто   отвечать  "" нормально ""  и   услышать  "" ясно "",  чем   рассказывать   все   и   услышать  "" понятно "" .",1133,20,False,False
133,dying,14 авг 2015,"пидар   тут ,  пидар   там ,  пидар   пидар   пидар   пидар   пидар",923,6,False,False
134,dying,14 авг 2015,"–  ой ,  а   что   это   такой   так   быстро   пролетать ?  –  а ,  это   лето .   оно   тут   каждый   год   пролетать .",1165,9,False,False
135,dying,14 авг 2015,"я   не   обижаться   на   человек ,  я   просто   менять   о   они   мнение .  можно   вытаскивать   человек   из   грязь ,  но   нельзя   вытаскивать   грязь   из   человек",1006,15,False,False
136,dying,14 авг 2015,удаль   и   забывать,1170,21,False,False
137,dying,14 авг 2015,я   всегда   гулять   с   он   да   телефон   это   о   ты,1406,25,False,False
138,dying,14 авг 2015,"самый   ужасный  -  это   когда   действительно   нужный   поддержка ,  а   ты   сидеть   с   телефон   в   рука   и   не   знать ,  чей   номер   набирать .",978,15,False,False
139,dying,14 авг 2015,я   слишком   стремный   для   счастие,1120,16,False,False
140,dying,14 авг 2015,"человек   можно   убивать   четыре   способ :   1 .  санта   лючия ,  санта   лючия   2 .  о ,  боже ,  мама   мама   я   сходить   с   ум   3 .  это   не   шутка   мы   встречаться   в   маршрутка   4 .  э ,  слышь ,  ты   че   такой   дерзкий",1171,36,False,False
141,dying,14 авг 2015,"пусть   этот   лето ,  быть   без   интернет .",630,6,False,False
142,dying,14 авг 2015,"я   так   обидно ,  что   ты   такой   чмо",944,9,False,False
143,dying,14 авг 2015,карий   глаз   темный   волос   маленький   рост   великолепный   сочетание,2002,42,False,False
144,dying,14 авг 2015,мой   чувство,1252,18,True,False
145,dying,14 авг 2015,"—  я   нравиться   парень ,  который   намного   высоко   я ,  приятно   пахнуть   и   великолепно   обниматься .",1861,22,False,False
146,dying,13 авг 2015,"жать   на   принцесск  -  и   смотреть ,  что   получаться",234,1,True,False
147,dying,13 авг 2015,таить   при   вид   ты,1325,12,False,False
148,dying,13 авг 2015,"где   тот   самый   жизнь ,  о   который   я   смотреть   фильм   и   читать   книга ?",956,8,False,False
149,dying,13 авг 2015,"репост ,  если   не   бояться !   кто   смочь   отвечать   на   весь   вопрос   правильный ,  то   купить   шоколадка    1 .  мой   фамилия   2 .  мой   имя   3 .  мой   отчество   4 .  мой   любимый   цвет   5 .  мой   любимый   песня   6 .  мой   любимая   шоколадка   7 .  мой   любимый   напиток   8 .  сколько   я   год   9 .  мой   любимый   фильм   10 .  мой   хороший   подруга   детство   11 .  цвет   мой   глаз   12 .  мой   любимый   мультфильм   13 .  мой   любимый   цветок   14 .  мой   любимый   урок",432,28,False,False
150,dying,13 авг 2015,лайк,795,0,True,False
151,dying,13 авг 2015,"и   хорошо   вы   не   знать ,  как   это .  когда   ты   ничто   не   интересно ,  кроме   один   человек .  когда   ты   на   весь   плевать ,  и   единственный ,  что   крутиться   в   голова ,  это   мысль   об   этот   человек",1216,24,False,False
152,dying,13 авг 2015,"мы   хороший   подруга .  запоминать ,  если   ты   упасть   я   всегда   подымать   ты .  после   то ,  как   заканчивать   ржать",1226,22,False,False
153,dying,13 авг 2015,"отпускать ,  мочь   уебывать   нахуй .",1040,13,False,False
154,dying,13 авг 2015,"хорошо   не   обещать ,  что   обещать   и   не   сделать .",879,18,False,False
155,dying,13 авг 2015,"жить ,  жить   и   вдруг   в   твой   жизнь   появляться   полина",579,9,False,False
156,dying,13 авг 2015,не   забывать   твой   поцелуй,988,15,False,False
157,dying,13 авг 2015,нельзя   быть   хороший   для   все .  пора   бы   уже   это   запоминать   и   жить   в   свой   удовольствие .,735,21,False,False
158,dying,13 авг 2015,любить   катя   кормить   катя   писать   катя   гулять   с   катя   ценить   катя   обнимать   катя   беречь   катя,1155,29,False,False
159,dying,13 авг 2015,го   спиваться,1475,13,False,False
160,dying,13 авг 2015,"что   ни   делаться ,  все   к   хороший .  быть   хорошо  -  будет   еще   хорошо .",777,6,False,False
161,dying,13 авг 2015,"я   быть   адекватный ,  пока   не   встречать   катя",823,19,False,False
162,dying,13 авг 2015,быть   весь   для   я,740,7,False,False
163,dying,13 авг 2015,"вы   близко ,  но   не   близкие .",839,5,False,False
164,dying,13 авг 2015,лето   нужно   проводить   с   лиза,617,15,False,False
165,dying,13 авг 2015,ты   оказываться   такой   уебок,1021,10,False,False
166,dying,13 авг 2015,"запоминать   мой   пророчество :  когда-нибудь ,  как   во   сон ,  страдать   от   одиночество ,  ты   снова   прийти   ко   я .   э .  асадов",905,13,False,False
167,dying,13 авг 2015,"я   быть   адекватный ,  пока   не   встречать   настя",1111,22,False,False
168,dying,13 авг 2015,"быть   лезть   к   он ,  я   ты   вскрывать",1617,20,False,False
169,dying,13 авг 2015,"почему   ты   сразу   не   мочь   сказать "" не   привыкать   ко   я ,  ты   я   не   очень   нужный",1261,13,False,False
170,dying,13 авг 2015,"у   все   любовь ,  а   у   я   быть   даша",875,17,False,False
171,dying,13 авг 2015,ты   хотеть   просто   дружить .   а   я   влюбляться,1273,23,False,False
172,dying,13 авг 2015,"когда   карина   рядом ,  враг   ложиться   град",879,13,False,False
173,dying,13 авг 2015,"мама ,  мы   взрослеть ,  мы   становиться   так   больно",1161,16,False,False
174,dying,13 авг 2015,"экзамен   через   2   неделя .  отсчет   пойти ,  тунеядец .",443,2,False,False
175,dying,13 авг 2015,д  -  добрый   а  -  артистичный   ш  -  шикарный   а  -  афигенный,575,17,False,False
176,dying,13 авг 2015,любить   пьяненький   мальчик,963,9,False,False
177,dying,13 авг 2015,"о ,  этот   чувство   когда   ты   почти   забывать   человек ,  а   он   взять   и   написать   ты .   зачем   ты   это   сделать ?",1127,14,False,False
178,dying,13 авг 2015,каждый   яна  -  фея,489,12,False,False
179,dying,13 авг 2015,у   каждый   настя   должный   быть   свой   ира,485,14,False,False
180,dying,13 авг 2015,"не   обижать   рита ,  она   хороший",815,13,False,False
181,dying,13 авг 2015,-  по   кто   ты   скучать ?  -  по   макс,1169,17,False,False
182,dying,13 авг 2015,славик   это :  хороший   друг   братан   опасный   парень   идеальный   мужчина   реальный   пацан   самый   хороший   человек   на   свет,558,9,False,False
183,dying,12 авг 2015,"мочь   быть ,  мы   когда-нибудь   с   ты   увидеться ,  и   ты   улыбаться   я   при   встреча .  ведь   я   знать ,  что   ты   не   забывать   как   и   я ,  как   мы   быть   хорошо   вдвоем ,  как   веселиться   и   не   хотеть   уходить   по   дом .  как   просто   хотеть   быть   вместе ,  а   потом   бац ,  и   все   заканчиваться .",1127,22,False,False
184,dying,12 авг 2015,"девиз   по   жизнь : "" пиза * ец   конечно ,  но   погнать",1301,24,False,False
185,dying,12 авг 2015,"каждый   диана :   красивый   умненький   заботливый   привлекательный ,  добрый   нежный   милый   очаровательный   обворожительный   душевный   незабываемый   неотразимый   шикарный   божественный   завораживать   ангельский   кокетливый   веселый   энергичный   чудесный   романтичный   симпатичный   единственный   ласковый   сладенький   желанный   непредсказуемый   загадочный   интриговать   хороший   скромный   понимающий   заманчивый   улыбчивый   зажигательный   честный   обаятельный   целеустремленный   дивный   женственный .",379,8,False,False
186,dying,12 авг 2015,"любовь   такой   непредсказуемый   штука .  ты   мочь   весь   жизнь   ходить   мимо   один   и   тот   же   человек   и   не   замечать   он ,  а   завтра   ты   быть   бояться   отпускать   его   рука .",938,19,False,False
187,dying,12 авг 2015,"если   человек   писать   ты   на   ночь ,  он   думать   о   ты   перед   сон  —  ценить   это .",1066,17,False,False
188,dying,12 авг 2015,ночь   наушники   мечта,2293,35,False,False
189,dying,12 авг 2015,"они   пустой ,  от   они   нет   мурашки   по   кожа ,  они   звонить ,  а   я   все   равный ,  я   с   легкость   мочь   не   отвечать ,  они   писать ,  что   я   сниться   2   ночь   подряд ,  а   я   отправлять   смайлик   в   ответ .   понимать ?",839,11,False,False
190,dying,12 авг 2015,бывать   день  -  который   хотеться   поставлять   на   повтор .,1176,18,False,False
191,dying,12 авг 2015,ты   знать   кто   прекрасный ?  прочитывать   первый   слово,901,26,False,False
192,dying,12 авг 2015,каждый   причитаться   столько   счастие   сколько   сам   в   сила   подарить   ..,569,3,False,False
193,dying,12 авг 2015,"вроде   свободный ,  но   не   один ,  вроде   в   поиск ,  но   не   в   активный ,  вроде   находить ,  но   еще   не   мой .",544,8,False,False
194,dying,12 авг 2015,-  по   кто   ты   скучать ?  -  по   саша,1573,24,False,False
195,dying,12 авг 2015,"даже   когда   я   делать   невероятно   болезненный   вещь ,  я   продолжать   верить ,  что   у   человек   быть   причина ,  по   который   он   себя   так   вести .",784,7,False,False
196,dying,12 авг 2015,"не   бросать   слово   на   ветер ,  погода   переменчивый ,  всегда   быть   вероятность   то ,  что   через   некоторый   время   направление   ветер   изменяться ,  и   именно   ваш   слово   сбивать   вы   с   нога .",528,9,False,False
197,dying,12 авг 2015,"* ночь * "" A   не   пойти   ли   я   спать ? "", -  подумать   я .  "" A   не   пойти ! "" -  отвечать   я   интернет .",883,18,False,False
198,dying,12 авг 2015,"счастие   в   простой   незабываемый   момент .   главное   открываться .   жить   в   мир ,  в   который   все   куда-то   постоянно   спешить ,  иногда   просто   важно   останавливаться   и   наслаждаться   момент",392,2,False,False
199,dying,12 авг 2015,-  кто   твой   хороший   подруга ?  -  даша,673,10,False,False
200,dying,12 авг 2015,"ты   жаловаться   на   одиночество ,  хотя   сам   не   подпускать   к   себя   человек .",635,3,False,False
201,dying,12 авг 2015,"молчать .  молчать   о   боль .  о   проблема .  о   тайна .  о   страх .  о   то ,  что   рвать   изнутри .  молчать .  иначе   быть   давить .  бить .  сыпать   соль   на   твой   рана .  молчать .  все   похер .  все   неважно .  так   просто .",1002,18,False,False
202,dying,12 авг 2015,она  -  весь   мир   для   я .  она  -  мой   жизнь .  она  -  мой   мама .,1306,26,False,False
203,dying,12 авг 2015,"запоминать   один   вещь ,  надоедать   быстро   тот ,  который   орать  "" люблюнемогать",840,6,False,False
204,dying,12 авг 2015,"музыка  –  это   след ,  по   который   можно   вернуться   в   разный   время   жизнь .",790,22,False,False
